amount,due_date,paid_date,status,tenant_profile_id,suite_id
1000,2077-09-24,2077-10-01,PAID,641,741
1500,2077-10-24,,DUE,642,742
1500,2077-11-23,2077-11-25,PAID,643,743
1500,2077-12-23,2077-12-24,PAID,644,744
1000,2078-01-22,,DUE,645,745
1200,2078-02-21,,DUE,646,746
1200,2078-03-23,,DUE,647,747
1000,2078-04-22,,DUE,648,748
1200,2078-05-22,2078-05-29,PAID,649,749
1200,2078-06-21,2078-06-28,PAID,650,750
1000,2078-07-21,2078-07-31,PAID,651,751
1200,2078-08-20,2078-08-29,PAID,652,752
1500,2078-09-19,2078-09-20,PAID,653,753
1000,2078-10-19,,DUE,654,754
1500,2078-11-18,2078-11-27,PAID,655,755
1200,2078-12-18,2078-12-20,PAID,656,756
1000,2079-01-17,2079-01-27,PAID,657,757
1000,2079-02-16,,DUE,658,758
1500,2079-03-18,,DUE,659,759
1200,2079-04-17,,DUE,660,760
1000,2079-05-17,,DUE,661,761
1000,2079-06-16,,DUE,662,762
1000,2079-07-16,,DUE,663,763
1500,2079-08-15,,DUE,664,764
1500,2079-09-14,2079-09-16,PAID,665,765
1500,2079-10-14,2079-10-16,PAID,666,766
1500,2079-11-13,,DUE,667,767
1500,2079-12-13,,DUE,668,768
1200,2080-01-12,2080-01-15,PAID,669,769
1200,2080-02-11,,DUE,670,770
1200,2080-03-12,2080-03-21,PAID,671,771
1000,2080-04-11,2080-04-21,PAID,672,772
1000,2080-05-11,2080-05-13,PAID,673,773
1200,2080-06-10,,DUE,674,774
1000,2080-07-10,2080-07-11,PAID,675,775
1500,2080-08-09,2080-08-14,PAID,676,776
1000,2080-09-08,,DUE,677,777
1000,2080-10-08,,DUE,678,778
1200,2080-11-07,2080-11-12,PAID,679,779
1200,2080-12-07,2080-12-14,PAID,680,780
1000,2081-01-06,2081-01-12,PAID,681,781
1500,2081-02-05,,DUE,682,782
1500,2081-03-07,,DUE,683,783
1000,2081-04-06,,DUE,684,784
1200,2081-05-06,2081-05-15,PAID,685,785
1000,2081-06-05,2081-06-14,PAID,686,786
1000,2081-07-05,2081-07-12,PAID,687,787
1200,2081-08-04,,DUE,688,788
1000,2081-09-03,2081-09-04,PAID,689,789
1200,2081-10-03,2081-10-06,PAID,690,790
1000,2081-11-02,,DUE,691,791
1000,2081-12-02,,DUE,692,792
1500,2082-01-01,2082-01-04,PAID,693,793
1500,2082-01-31,,DUE,694,794
1000,2082-03-02,2082-03-03,PAID,695,795
1200,2082-04-01,2082-04-05,PAID,696,796
1500,2082-05-01,2082-05-03,PAID,697,797
1200,2082-05-31,,DUE,698,798
1200,2082-06-30,2082-07-05,PAID,699,799
1000,2082-07-30,,DUE,700,800
1200,2082-08-29,,DUE,701,801
1200,2082-09-28,2082-10-03,PAID,702,802
1000,2082-10-28,2082-11-07,PAID,703,803
1200,2082-11-27,2082-12-01,PAID,704,804
1200,2082-12-27,,DUE,705,805
1500,2083-01-26,,DUE,706,806
1000,2083-02-25,,DUE,707,807
1000,2083-03-27,2083-04-03,PAID,708,808
1200,2083-04-26,2083-04-30,PAID,709,809
1200,2083-05-26,,DUE,710,810
1000,2083-06-25,,DUE,711,811
1200,2083-07-25,,DUE,712,812
1500,2083-08-24,,DUE,713,813
1200,2083-09-23,2083-09-30,PAID,714,814
1500,2083-10-23,2083-10-30,PAID,715,815
1200,2083-11-22,2083-11-25,PAID,716,816
1200,2083-12-22,,DUE,717,817
1500,2084-01-21,2084-01-26,PAID,718,818
1000,2084-02-20,,DUE,719,819
1200,2084-03-21,,DUE,720,820
1200,2084-04-20,,DUE,721,821
1000,2084-05-20,2084-05-27,PAID,722,822
1200,2084-06-19,,DUE,723,823
1500,2084-07-19,,DUE,724,824
1000,2084-08-18,2084-08-26,PAID,725,825
1500,2084-09-17,2084-09-20,PAID,726,826
1500,2084-10-17,2084-10-22,PAID,727,827
1200,2084-11-16,2084-11-17,PAID,728,828
1000,2084-12-16,,DUE,729,829
1200,2085-01-15,,DUE,730,830
1200,2085-02-14,,DUE,731,831
1200,2085-03-16,2085-03-26,PAID,732,832
1000,2085-04-15,2085-04-16,PAID,733,833
1200,2085-05-15,,DUE,734,834
1000,2085-06-14,,DUE,735,835
1000,2085-07-14,2085-07-20,PAID,736,836
1000,2085-08-13,2085-08-16,PAID,737,837
1000,2085-09-12,,DUE,738,838
1200,2085-10-12,,DUE,739,839
1000,2085-11-11,,DUE,740,840
1200,2085-12-11,,DUE,741,841
1500,2086-01-10,2086-01-13,PAID,742,842
1500,2086-02-09,2086-02-10,PAID,743,843
1200,2086-03-11,,DUE,744,844
1200,2086-04-10,,DUE,745,845
1500,2086-05-10,,DUE,746,846
1000,2086-06-09,,DUE,747,847
1500,2086-07-09,,DUE,748,848
1000,2086-08-08,2086-08-12,PAID,749,849
1000,2086-09-07,,DUE,750,850
1500,2086-10-07,,DUE,751,851
1000,2086-11-06,2086-11-11,PAID,752,852
1000,2086-12-06,,DUE,753,853
1000,2087-01-05,,DUE,754,854
1000,2087-02-04,2087-02-13,PAID,755,855
1000,2087-03-06,2087-03-09,PAID,756,856
1200,2087-04-05,,DUE,757,857
1000,2087-05-05,2087-05-13,PAID,758,858
1200,2087-06-04,,DUE,759,859
1500,2087-07-04,2087-07-07,PAID,760,860
1200,2087-08-03,,DUE,761,861
1200,2087-09-02,2087-09-12,PAID,762,862
1500,2087-10-02,2087-10-08,PAID,763,863
1500,2087-11-01,,DUE,764,864
1500,2087-12-01,,DUE,765,865
1200,2087-12-31,,DUE,766,866
1200,2088-01-30,2088-01-31,PAID,767,867
1500,2088-02-29,2088-03-03,PAID,768,868
1000,2088-03-30,2088-04-02,PAID,769,869
1500,2088-04-29,2088-05-01,PAID,770,870
1200,2088-05-29,,DUE,771,871
1500,2088-06-28,,DUE,772,872
1200,2088-07-28,,DUE,773,873
1200,2088-08-27,,DUE,774,874
1500,2088-09-26,2088-10-01,PAID,775,875
1200,2088-10-26,,DUE,776,876
1500,2088-11-25,2088-12-03,PAID,777,877
1200,2088-12-25,2088-12-27,PAID,778,878
1200,2089-01-24,,DUE,779,879
1500,2089-02-23,,DUE,780,880
1200,2089-03-25,,DUE,781,881
1500,2089-04-24,2089-04-25,PAID,782,882
1000,2089-05-24,2089-05-30,PAID,783,883
1000,2089-06-23,,DUE,784,884
1000,2089-07-23,2089-08-01,PAID,785,885
1500,2089-08-22,2089-08-26,PAID,786,886
1200,2089-09-21,2089-09-22,PAID,787,887
1000,2089-10-21,,DUE,788,888
1500,2089-11-20,,DUE,789,889
1000,2089-12-20,2089-12-29,PAID,790,890
1200,2090-01-19,,DUE,791,891
1000,2090-02-18,2090-02-28,PAID,792,892
1200,2090-03-20,2090-03-30,PAID,793,893
1000,2090-04-19,2090-04-27,PAID,794,894
1500,2090-05-19,2090-05-29,PAID,795,895
1500,2090-06-18,,DUE,796,896
1200,2090-07-18,,DUE,797,897
1000,2090-08-17,2090-08-21,PAID,798,898
1000,2090-09-16,2090-09-25,PAID,799,899
1500,2090-10-16,2090-10-23,PAID,800,900
1500,2090-11-15,2090-11-25,PAID,801,901
1200,2090-12-15,,DUE,802,902
1500,2091-01-14,,DUE,803,903
1500,2091-02-13,2091-02-15,PAID,804,904
1000,2091-03-15,2091-03-16,PAID,805,905
1000,2091-04-14,2091-04-20,PAID,806,906
1200,2091-05-14,2091-05-20,PAID,807,907
1500,2091-06-13,2091-06-18,PAID,808,908
1000,2091-07-13,,DUE,809,909
1200,2091-08-12,,DUE,810,910
1000,2091-09-11,2091-09-17,PAID,811,911
1000,2091-10-11,,DUE,812,912
1000,2091-11-10,,DUE,813,913
1500,2091-12-10,,DUE,814,914
1200,2092-01-09,2092-01-10,PAID,815,915
1200,2092-02-08,,DUE,816,916
1500,2092-03-09,,DUE,817,917
1500,2092-04-08,,DUE,818,918
1200,2092-05-08,,DUE,819,919
1000,2092-06-07,,DUE,820,920
1000,2092-07-07,,DUE,821,921
1500,2092-08-06,2092-08-13,PAID,822,922
1000,2092-09-05,,DUE,823,923
1200,2092-10-05,2092-10-09,PAID,824,924
1000,2092-11-04,2092-11-11,PAID,825,925
1200,2092-12-04,,DUE,826,926
1000,2093-01-03,,DUE,827,927
1200,2093-02-02,,DUE,828,928
1000,2093-03-04,,DUE,829,929
1500,2093-04-03,2093-04-11,PAID,830,930
1500,2093-05-03,2093-05-06,PAID,831,931
1200,2093-06-02,,DUE,832,932
1500,2093-07-02,,DUE,833,933
1500,2093-08-01,,DUE,834,934
1200,2093-08-31,,DUE,835,935
1000,2093-09-30,,DUE,836,936
1200,2093-10-30,,DUE,837,937
1500,2093-11-29,,DUE,838,938
1000,2093-12-29,,DUE,839,939
1500,2094-01-28,2094-02-01,PAID,840,940
1500,2094-02-27,2094-03-06,PAID,841,941
1500,2094-03-29,2094-04-03,PAID,842,942
1200,2094-04-28,,DUE,843,943
1000,2094-05-28,,DUE,844,944
1500,2094-06-27,2094-07-06,PAID,845,945
1200,2094-07-27,2094-08-06,PAID,846,946
1000,2094-08-26,2094-08-30,PAID,847,947
1500,2094-09-25,,DUE,848,948
1200,2094-10-25,,DUE,849,949
1200,2094-11-24,2094-11-29,PAID,850,950
1500,2094-12-24,,DUE,851,951
1000,2095-01-23,,DUE,852,952
1200,2095-02-22,,DUE,853,953
1200,2095-03-24,2095-04-03,PAID,854,954
1000,2095-04-23,2095-04-29,PAID,855,955
1200,2095-05-23,,DUE,856,956
1200,2095-06-22,,DUE,857,957
1500,2095-07-22,,DUE,858,958
1500,2095-08-21,2095-08-31,PAID,859,959
1200,2095-09-20,2095-09-23,PAID,860,960
1200,2095-10-20,,DUE,861,961
1200,2095-11-19,2095-11-28,PAID,862,962
1200,2095-12-19,2095-12-24,PAID,863,963
1500,2096-01-18,,DUE,864,964
1500,2096-02-17,,DUE,865,965
1500,2096-03-18,,DUE,866,966
1000,2096-04-17,2096-04-18,PAID,867,967
1500,2096-05-17,2096-05-25,PAID,868,968
1500,2096-06-16,2096-06-22,PAID,869,969
1500,2096-07-16,,DUE,870,970
1200,2096-08-15,,DUE,871,971
1000,2096-09-14,2096-09-21,PAID,872,972
1500,2096-10-14,,DUE,873,973
1500,2096-11-13,,DUE,874,974
1200,2096-12-13,2096-12-18,PAID,875,975
1200,2097-01-12,2097-01-18,PAID,876,976
1500,2097-02-11,,DUE,877,977
1200,2097-03-13,,DUE,878,978
1500,2097-04-12,,DUE,879,979
1500,2097-05-12,,DUE,880,980
1500,2097-06-11,,DUE,881,981
1200,2097-07-11,,DUE,882,982
1200,2097-08-10,,DUE,883,983
1000,2097-09-09,2097-09-13,PAID,884,984
1500,2097-10-09,,DUE,885,985
1500,2097-11-08,2097-11-16,PAID,886,986
1000,2097-12-08,,DUE,887,987
1200,2098-01-07,2098-01-10,PAID,888,988
1200,2098-02-06,2098-02-08,PAID,889,989
1000,2098-03-08,,DUE,890,990
1500,2098-04-07,2098-04-14,PAID,891,991
1000,2098-05-07,,DUE,892,992
1000,2098-06-06,2098-06-08,PAID,893,993
1500,2098-07-06,,DUE,894,994
1200,2098-08-05,,DUE,895,995
1200,2098-09-04,2098-09-08,PAID,896,996
1200,2098-10-04,,DUE,897,997
1000,2098-11-03,2098-11-08,PAID,898,998
1000,2098-12-03,,DUE,899,999
1500,2099-01-02,2099-01-04,PAID,900,1000
1500,2099-02-01,,DUE,901,1001
1000,2099-03-03,2099-03-12,PAID,902,1002
1500,2099-04-02,,DUE,903,1003
1500,2099-05-02,2099-05-07,PAID,904,1004
1500,2099-06-01,2099-06-08,PAID,905,1005
1000,2099-07-01,,DUE,906,1006
1000,2099-07-31,,DUE,907,1007
1500,2099-08-30,,DUE,908,1008
1500,2099-09-29,,DUE,909,1009
1200,2099-10-29,2099-11-03,PAID,910,1010
1500,2099-11-28,,DUE,911,1011
1200,2099-12-28,2100-01-01,PAID,912,1012
1000,2100-01-27,2100-02-06,PAID,913,1013
1000,2100-02-26,2100-02-28,PAID,914,1014
1200,2100-03-28,2100-04-02,PAID,915,1015
1200,2100-04-27,2100-05-04,PAID,916,1016
1000,2100-05-27,,DUE,917,1017
1000,2100-06-26,2100-06-29,PAID,918,1018
1500,2100-07-26,,DUE,919,1019
1500,2100-08-25,2100-08-26,PAID,920,1020
1200,2100-09-24,2100-10-03,PAID,921,1021
1500,2100-10-24,,DUE,922,1022
1000,2100-11-23,,DUE,923,1023
1500,2100-12-23,2100-12-28,PAID,924,1024
1500,2101-01-22,2101-01-28,PAID,925,1025
1000,2101-02-21,,DUE,926,1026
1000,2101-03-23,,DUE,927,1027
1200,2101-04-22,,DUE,928,1028
1500,2101-05-22,,DUE,929,1029
1500,2101-06-21,2101-06-26,PAID,930,1030
1000,2101-07-21,2101-07-23,PAID,931,1031
1000,2101-08-20,,DUE,932,1032
1200,2101-09-19,,DUE,933,1033
1000,2101-10-19,2101-10-25,PAID,934,1034
1200,2101-11-18,,DUE,935,1035
1000,2101-12-18,2101-12-20,PAID,936,1036
1500,2102-01-17,2102-01-26,PAID,937,1037
1200,2102-02-16,,DUE,938,1038
1500,2102-03-18,2102-03-24,PAID,939,1039
1500,2102-04-17,,DUE,940,1040
1200,2102-05-17,,DUE,941,1041
1500,2102-06-16,2102-06-26,PAID,942,1042
1000,2102-07-16,,DUE,943,1043
1000,2102-08-15,2102-08-19,PAID,944,1044
1200,2102-09-14,,DUE,945,1045
1200,2102-10-14,,DUE,946,1046
1000,2102-11-13,,DUE,947,1047
1500,2102-12-13,,DUE,948,1048
1500,2103-01-12,2103-01-15,PAID,949,1049
1000,2103-02-11,,DUE,950,1050
1500,2103-03-13,,DUE,951,1051
1000,2103-04-12,,DUE,952,1052
1500,2103-05-12,2103-05-14,PAID,953,1053
1000,2103-06-11,2103-06-19,PAID,954,1054
1000,2103-07-11,2103-07-20,PAID,955,1055
1200,2103-08-10,2103-08-16,PAID,956,1056
1500,2103-09-09,2103-09-18,PAID,957,1057
1500,2103-10-09,2103-10-16,PAID,958,1058
1200,2103-11-08,2103-11-10,PAID,959,1059
1000,2103-12-08,,DUE,960,1060
1000,2104-01-07,,DUE,961,1061
1200,2104-02-06,2104-02-14,PAID,962,1062
1000,2104-03-07,2104-03-09,PAID,963,1063
1200,2104-04-06,,DUE,964,1064
1500,2104-05-06,2104-05-12,PAID,965,1065
1500,2104-06-05,2104-06-08,PAID,966,1066
1200,2104-07-05,,DUE,967,1067
1000,2104-08-04,2104-08-11,PAID,968,1068
1000,2104-09-03,,DUE,969,1069
1500,2104-10-03,2104-10-12,PAID,970,1070
1200,2104-11-02,,DUE,971,1071
1000,2104-12-02,2104-12-04,PAID,972,1072
1200,2105-01-01,,DUE,973,1073
1200,2105-01-31,,DUE,974,1074
1500,2105-03-02,2105-03-03,PAID,975,1075
1500,2105-04-01,,DUE,976,1076
1500,2105-05-01,2105-05-06,PAID,977,1077
1200,2105-05-31,,DUE,978,1078
1200,2105-06-30,2105-07-07,PAID,979,1079
1000,2105-07-30,,DUE,980,1080
1000,2105-08-29,2105-09-03,PAID,981,1081
1200,2105-09-28,,DUE,982,1082
1200,2105-10-28,2105-11-01,PAID,983,1083
1000,2105-11-27,,DUE,984,1084
1500,2105-12-27,2105-12-29,PAID,985,1085
1500,2106-01-26,2106-02-05,PAID,986,1086
1500,2106-02-25,,DUE,987,1087
1500,2106-03-27,,DUE,988,1088
1200,2106-04-26,,DUE,989,1089
1200,2106-05-26,,DUE,990,1090
1500,2106-06-25,2106-06-27,PAID,991,1091
1200,2106-07-25,,DUE,992,1092
1000,2106-08-24,2106-08-28,PAID,993,1093
1500,2106-09-23,,DUE,994,1094
1000,2106-10-23,2106-10-26,PAID,995,1095
1200,2106-11-22,2106-11-30,PAID,996,1096
1000,2106-12-22,2106-12-27,PAID,997,1097
1200,2107-01-21,,DUE,998,1098
1500,2107-02-20,,DUE,999,1099
1000,2107-03-22,,DUE,1000,1100
1200,2107-04-21,2107-04-23,PAID,1001,1101
1200,2107-05-21,2107-05-25,PAID,1002,1102
1000,2107-06-20,,DUE,1003,1103
1000,2107-07-20,,DUE,1004,1104
1200,2107-08-19,2107-08-26,PAID,1005,1105
1000,2107-09-18,2107-09-24,PAID,1006,1106
1000,2107-10-18,,DUE,1007,1107
1200,2107-11-17,2107-11-24,PAID,1008,1108
1000,2107-12-17,,DUE,1009,1109
1500,2108-01-16,2108-01-26,PAID,1010,1110
1200,2108-02-15,,DUE,1011,1111
1200,2108-03-16,2108-03-18,PAID,1012,1112
1000,2108-04-15,2108-04-18,PAID,1013,1113
1500,2108-05-15,,DUE,1014,1114
1000,2108-06-14,2108-06-16,PAID,1015,1115
1000,2108-07-14,2108-07-17,PAID,1016,1116
1500,2108-08-13,,DUE,1017,1117
1500,2108-09-12,,DUE,1018,1118
1200,2108-10-12,2108-10-22,PAID,1019,1119
1200,2108-11-11,2108-11-13,PAID,1020,1120
1200,2108-12-11,,DUE,1021,1121
1200,2109-01-10,,DUE,1022,1122
1500,2109-02-09,,DUE,1023,1123
1000,2109-03-11,,DUE,1024,1124
1200,2109-04-10,2109-04-20,PAID,1025,1125
1500,2109-05-10,,DUE,1026,1126
1200,2109-06-09,2109-06-18,PAID,1027,1127
1000,2109-07-09,,DUE,1028,1128
1000,2109-08-08,2109-08-18,PAID,1029,1129
1200,2109-09-07,,DUE,1030,1130
1200,2109-10-07,,DUE,1031,1131
1000,2109-11-06,2109-11-12,PAID,1032,1132
1500,2109-12-06,2109-12-15,PAID,1033,1133
1000,2110-01-05,2110-01-08,PAID,1034,1134
1200,2110-02-04,,DUE,1035,1135
1000,2110-03-06,2110-03-09,PAID,1036,1136
1500,2110-04-05,2110-04-11,PAID,1037,1137
1500,2110-05-05,,DUE,1038,1138
1000,2110-06-04,2110-06-10,PAID,1039,1139
1500,2110-07-04,2110-07-05,PAID,1040,1140
1200,2110-08-03,2110-08-06,PAID,1041,1141
1500,2110-09-02,,DUE,1042,1142
1200,2110-10-02,,DUE,1043,1143
1200,2110-11-01,2110-11-05,PAID,1044,1144
1200,2110-12-01,,DUE,1045,1145
1000,2110-12-31,2111-01-04,PAID,1046,1146
1200,2111-01-30,,DUE,1047,1147
1200,2111-03-01,2111-03-10,PAID,1048,1148
1200,2111-03-31,2111-04-01,PAID,1049,1149
1500,2111-04-30,2111-05-01,PAID,1050,1150
1000,2111-05-30,,DUE,1051,1151
1200,2111-06-29,,DUE,1052,1152
1200,2111-07-29,2111-07-31,PAID,1053,1153
1500,2111-08-28,2111-09-05,PAID,1054,1154
1500,2111-09-27,2111-10-03,PAID,1055,1155
1500,2111-10-27,,DUE,1056,1156
1000,2111-11-26,,DUE,1057,1157
1200,2111-12-26,,DUE,1058,1158
1500,2112-01-25,,DUE,1059,1159
1200,2112-02-24,2112-03-04,PAID,1060,1160
1000,2112-03-25,2112-04-04,PAID,1061,1161
1000,2112-04-24,2112-04-26,PAID,1062,1162
1000,2112-05-24,,DUE,1063,1163
1200,2112-06-23,,DUE,1064,1164
1000,2112-07-23,,DUE,1065,1165
1500,2112-08-22,,DUE,1066,1166
1200,2112-09-21,2112-09-25,PAID,1067,1167
1500,2112-10-21,,DUE,1068,1168
1200,2112-11-20,2112-11-27,PAID,1069,1169
1200,2112-12-20,2112-12-28,PAID,1070,1170
1000,2113-01-19,,DUE,1071,1171
1500,2113-02-18,2113-02-26,PAID,1072,1172
1200,2113-03-20,2113-03-26,PAID,1073,1173
1000,2113-04-19,2113-04-22,PAID,1074,1174
1500,2113-05-19,2113-05-27,PAID,1075,1175
1000,2113-06-18,,DUE,1076,1176
1000,2113-07-18,,DUE,1077,1177
1000,2113-08-17,,DUE,1078,1178
1200,2113-09-16,,DUE,1079,1179
1500,2113-10-16,2113-10-25,PAID,1080,1180
1000,2113-11-15,2113-11-19,PAID,1081,1181
1200,2113-12-15,2113-12-16,PAID,1082,1182
1500,2114-01-14,2114-01-22,PAID,1083,1183
1500,2114-02-13,,DUE,1084,1184
1000,2114-03-15,,DUE,1085,1185
1500,2114-04-14,2114-04-19,PAID,1086,1186
1000,2114-05-14,2114-05-20,PAID,1087,1187
1000,2114-06-13,2114-06-14,PAID,1088,1188
1200,2114-07-13,2114-07-23,PAID,1089,1189
1000,2114-08-12,2114-08-19,PAID,1090,1190
1200,2114-09-11,,DUE,1091,1191
1500,2114-10-11,2114-10-19,PAID,1092,1192
1000,2114-11-10,2114-11-13,PAID,1093,1193
1000,2114-12-10,2114-12-14,PAID,1094,1194
1200,2115-01-09,,DUE,1095,1195
1500,2115-02-08,2115-02-14,PAID,1096,1196
1000,2115-03-10,,DUE,1097,1197
1500,2115-04-09,,DUE,1098,1198
1200,2115-05-09,2115-05-15,PAID,1099,1199
1200,2115-06-08,2115-06-10,PAID,1100,1200
1200,2115-07-08,,DUE,1101,1201
1500,2115-08-07,,DUE,1102,1202
1000,2115-09-06,2115-09-08,PAID,1103,1203
1500,2115-10-06,,DUE,1104,1204
1200,2115-11-05,2115-11-13,PAID,1105,1205
1000,2115-12-05,,DUE,1106,1206
1000,2116-01-04,,DUE,1107,1207
1500,2116-02-03,2116-02-06,PAID,1108,1208
1000,2116-03-04,,DUE,1109,1209
1000,2116-04-03,,DUE,1110,1210
1500,2116-05-03,,DUE,1111,1211
1500,2116-06-02,2116-06-12,PAID,1112,1212
1200,2116-07-02,2116-07-12,PAID,1113,1213
1500,2116-08-01,,DUE,1114,1214
1000,2116-08-31,,DUE,1115,1215
1500,2116-09-30,2116-10-08,PAID,1116,1216
1000,2116-10-30,,DUE,1117,1217
1200,2116-11-29,,DUE,1118,1218
1500,2116-12-29,,DUE,1119,1219
1000,2117-01-28,2117-02-02,PAID,1120,1220
1500,2117-02-27,,DUE,1121,1221
1500,2117-03-29,,DUE,1122,1222
1500,2117-04-28,,DUE,1123,1223
1200,2117-05-28,2117-06-06,PAID,1124,1224
1500,2117-06-27,,DUE,1125,1225
1000,2117-07-27,2117-08-03,PAID,1126,1226
1200,2117-08-26,,DUE,1127,1227
1200,2117-09-25,2117-10-03,PAID,1128,1228
1000,2117-10-25,,DUE,1129,1229
1200,2117-11-24,,DUE,1130,1230
1000,2117-12-24,2117-12-29,PAID,1131,1231
1200,2118-01-23,2118-02-02,PAID,1132,1232
1000,2118-02-22,2118-03-04,PAID,1133,1233
1200,2118-03-24,2118-04-02,PAID,1134,1234
1200,2118-04-23,2118-04-29,PAID,1135,1235
1200,2118-05-23,2118-05-27,PAID,1136,1236
1000,2118-06-22,2118-06-28,PAID,1137,1237
1500,2118-07-22,,DUE,1138,1238
1500,2118-08-21,2118-08-26,PAID,1139,1239
1200,2118-09-20,,DUE,1140,1240
1200,2118-10-20,2118-10-28,PAID,1141,1241
1500,2118-11-19,2118-11-23,PAID,1142,1242
1500,2118-12-19,,DUE,1143,1243
1200,2119-01-18,2119-01-23,PAID,1144,1244
1000,2119-02-17,,DUE,1145,1245
1500,2119-03-19,2119-03-24,PAID,1146,1246
1200,2119-04-18,,DUE,1147,1247
1500,2119-05-18,,DUE,1148,1248
1000,2119-06-17,,DUE,1149,1249
1200,2119-07-17,2119-07-23,PAID,1150,1250
1200,2119-08-16,,DUE,1151,1251
1500,2119-09-15,,DUE,1152,1252
1200,2119-10-15,,DUE,1153,1253
1500,2119-11-14,,DUE,1154,1254
1000,2119-12-14,,DUE,1155,1255
1500,2120-01-13,,DUE,1156,1256
1000,2120-02-12,,DUE,1157,1257
1200,2120-03-13,2120-03-23,PAID,1158,1258
1500,2120-04-12,2120-04-13,PAID,1159,1259
1200,2120-05-12,,DUE,1160,1260
1500,2120-06-11,2120-06-20,PAID,1161,1261
1000,2120-07-11,,DUE,1162,1262
1000,2120-08-10,,DUE,1163,1263
1500,2120-09-09,,DUE,1164,1264
1500,2120-10-09,2120-10-13,PAID,1165,1265
1200,2120-11-08,2120-11-11,PAID,1166,1266
1200,2120-12-08,,DUE,1167,1267
1500,2121-01-07,,DUE,1168,1268
1000,2121-02-06,2121-02-12,PAID,1169,1269
1200,2121-03-08,,DUE,1170,1270
1200,2121-04-07,2121-04-14,PAID,1171,1271
1200,2121-05-07,,DUE,1172,1272
1000,2121-06-06,,DUE,1173,1273
1500,2121-07-06,,DUE,1174,1274
1000,2121-08-05,2121-08-09,PAID,1175,1275
1500,2121-09-04,2121-09-12,PAID,1176,1276
1500,2121-10-04,2121-10-14,PAID,1177,1277
1200,2121-11-03,2121-11-08,PAID,1178,1278
1000,2121-12-03,2121-12-08,PAID,1179,1279
1200,2122-01-02,,DUE,1180,1280
1000,2122-02-01,2122-02-04,PAID,1181,1281
1500,2122-03-03,,DUE,1182,1282
1500,2122-04-02,,DUE,1183,1283
1200,2122-05-02,2122-05-08,PAID,1184,1284
1500,2122-06-01,2122-06-10,PAID,1185,1285
1000,2122-07-01,2122-07-08,PAID,1186,1286
1200,2122-07-31,,DUE,1187,1287
1500,2122-08-30,2122-08-31,PAID,1188,1288
1500,2122-09-29,2122-10-06,PAID,1189,1289
1000,2122-10-29,2122-11-02,PAID,1190,1290
1500,2122-11-28,,DUE,1191,1291
1500,2122-12-28,2123-01-01,PAID,1192,1292
1000,2123-01-27,2123-02-01,PAID,1193,1293
1200,2123-02-26,2123-03-08,PAID,1194,1294
1500,2123-03-28,2123-04-03,PAID,1195,1295
1000,2123-04-27,2123-05-05,PAID,1196,1296
1200,2123-05-27,,DUE,1197,1297
1200,2123-06-26,,DUE,1198,1298
1500,2123-07-26,2123-08-02,PAID,1199,1299
1200,2123-08-25,2123-08-29,PAID,1200,1300
1000,2123-09-24,,DUE,1201,1301
1500,2123-10-24,2123-10-25,PAID,1202,1302
1500,2123-11-23,,DUE,1203,1303
1000,2123-12-23,2123-12-30,PAID,1204,1304
1500,2124-01-22,,DUE,1205,1305
1200,2124-02-21,2124-02-27,PAID,1206,1306
1500,2124-03-22,,DUE,1207,1307
1000,2124-04-21,2124-04-25,PAID,1208,1308
1500,2124-05-21,2124-05-22,PAID,1209,1309
1200,2124-06-20,,DUE,1210,1310
1500,2124-07-20,2124-07-21,PAID,1211,1311
1500,2124-08-19,,DUE,1212,1312
1500,2124-09-18,2124-09-19,PAID,1213,1313
1000,2124-10-18,2124-10-21,PAID,1214,1314
1500,2124-11-17,2124-11-27,PAID,1215,1315
1500,2124-12-17,,DUE,1216,1316
1000,2125-01-16,,DUE,1217,1317
1000,2125-02-15,2125-02-19,PAID,1218,1318
1200,2125-03-17,2125-03-25,PAID,1219,1319
1500,2125-04-16,2125-04-17,PAID,1220,1320
1000,2125-05-16,2125-05-25,PAID,1221,1321
1200,2125-06-15,,DUE,1222,1322
1500,2125-07-15,2125-07-16,PAID,1223,1323
1500,2125-08-14,,DUE,1224,1324
1200,2125-09-13,,DUE,1225,1325
1000,2125-10-13,,DUE,1226,1326
1000,2125-11-12,,DUE,1227,1327
1500,2125-12-12,2125-12-18,PAID,1228,1328
1500,2126-01-11,,DUE,1229,1329
1000,2126-02-10,,DUE,1230,1330
1500,2126-03-12,2126-03-17,PAID,1231,1331
1500,2126-04-11,2126-04-14,PAID,1232,1332
1000,2126-05-11,2126-05-13,PAID,1233,1333
1200,2126-06-10,,DUE,1234,1334
1500,2126-07-10,,DUE,1235,1335
1500,2126-08-09,,DUE,1236,1336
1000,2126-09-08,2126-09-14,PAID,1237,1337
1000,2126-10-08,,DUE,1238,1338
1500,2126-11-07,2126-11-16,PAID,1239,1339
1500,2126-12-07,,DUE,1240,1340
1200,2127-01-06,2127-01-08,PAID,1241,1341
1000,2127-02-05,,DUE,1242,1342
1000,2127-03-07,,DUE,1243,1343
1500,2127-04-06,2127-04-16,PAID,1244,1344
1200,2127-05-06,,DUE,1245,1345
1500,2127-06-05,2127-06-10,PAID,1246,1346
1000,2127-07-05,,DUE,1247,1347
1000,2127-08-04,,DUE,1248,1348
1000,2127-09-03,,DUE,1249,1349
